,adult,budget,id,imdb_id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
319,FALSE,50000000,421,tt0362270,en,6.936677,12/10/04,34808403,119,Released,The Life Aquatic with Steve Zissou,7.1,781
321,FALSE,35000000,423,tt0253474,en,14.811594,9/24/02,120072577,150,Released,The Pianist,8.1,1927
322,FALSE,22000000,424,tt0108052,en,41.725123,11/29/93,321365567,195,Released,Schindler's List,8.3,4436
323,FALSE,59000000,425,tt0268380,en,17.328902,3/10/02,383257136,81,Released,Ice Age,7.1,3954
324,FALSE,2479000,426,tt0052357,en,18.20822,5/9/58,28000000,128,Released,Vertigo,8,1162
327,FALSE,1200000,429,tt0060196,it,16.788787,12/23/66,6000000,161,Released,"The Good, the Bad and the Ugly",8.1,2371
328,FALSE,3000000,430,tt0055256,en,3.044499,12/15/61,4000000,115,Released,"One, Two, Three",7.6,66
329,FALSE,250000,431,tt0123755,en,12.095263,9/9/97,501818,90,Released,Cube,6.9,1101
330,FALSE,6000000,433,tt0058331,en,15.11549,8/27/64,102272727,139,Released,Mary Poppins,7.4,1217
332,FALSE,125000000,435,tt0319262,en,15.049695,5/26/04,544272402,124,Released,The Day After Tomorrow,6.2,2462
335,FALSE,825000,438,tt0377713,en,8.758493,10/15/04,0,97,Released,Cube Zero,5.7,274
337,FALSE,40000000,440,tt0758730,en,10.793324,12/25/07,41797066,94,Released,Aliens vs Predator: Requiem,4.9,758
338,FALSE,6000000,441,tt0219822,en,7.714094,5/18/01,705308,96,Released,Human Nature,6.1,74
339,FALSE,2224000,442,tt0314524,sv,0.988777,9/24/04,28000000,100,Released,Popular Music,6,17
341,FALSE,3600000,451,tt0113627,en,10.332025,10/27/95,49800000,112,Released,Leaving Las Vegas,7.1,365
342,FALSE,2500000,452,tt0154421,da,9.174221,4/28/98,7235,117,Released,The Idiots,6.7,107
343,FALSE,60000000,453,tt0268978,en,11.93646,12/11/01,313542341,135,Released,A Beautiful Mind,7.7,3087
344,FALSE,14500000,454,tt0117509,en,11.774061,10/31/96,147298761,120,Released,Romeo + Juliet,6.7,1406
345,FALSE,3500159,455,tt0286499,en,6.262677,4/11/02,76578641,112,Released,Bend It Like Beckham,6.2,593
350,FALSE,52000000,462,tt0195685,en,10.135446,3/17/00,256271286,131,Released,Erin Brockovich,7.1,730
353,FALSE,2500000,466,tt0067309,en,9.328822,6/21/71,0,114,Released,Klute,6.5,88
355,FALSE,2500000,468,tt0102494,en,7.289727,10/17/91,0,104,Released,My Own Private Idaho,7.1,218
357,FALSE,20000000,470,tt0315733,en,6.372278,9/6/03,60427839,124,Released,21 Grams,7.2,943
359,FALSE,60000,473,tt0138704,en,10.621362,7/10/98,3221152,84,Released,Pi,7.1,600
360,FALSE,2500000,475,tt0061418,en,12.109198,7/18/67,50700000,111,Released,Bonnie and Clyde,7.6,384
361,FALSE,2500000,476,tt0097240,en,8.026112,9/9/89,4729352,100,Released,Drugstore Cowboy,7,117
362,FALSE,46000000,479,tt0162650,en,7.420019,6/15/00,107196498,99,Released,Shaft,5.5,316
365,FALSE,4000000,482,tt0067741,en,3.73688,7/2/71,12121618,100,Released,Shaft,6.5,68
366,FALSE,9500000,483,tt0100935,en,8.528622,5/1/90,14560247,124,Released,Wild at Heart,7,341
367,FALSE,1300000,488,tt0043265,en,6.636872,12/3/51,10750000,105,Released,The African Queen,7.4,232
368,FALSE,10000000,489,tt0119217,en,15.064833,12/5/97,225933435,126,Released,Good Will Hunting,7.9,2880
370,FALSE,13000000,492,tt0120601,en,11.416319,9/30/99,22863596,112,Released,Being John Malkovich,7.3,1124
371,FALSE,1978000,493,tt0069257,en,0.760855,6/8/72,10000000,104,Released,Shaft's Big Score!,6.1,7
372,FALSE,2142000,494,tt0070679,en,1.424722,6/14/73,1458000,112,Released,Shaft in Africa,5.4,6
373,FALSE,18000000,496,tt0443453,en,8.278336,11/1/06,261572744,82,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1617
374,FALSE,60000000,497,tt0120689,en,19.96678,12/10/99,284600000,189,Released,The Green Mile,8.2,4166
376,FALSE,1200000,500,tt0105236,en,12.22034,9/2/92,14661007,99,Released,Reservoir Dogs,8.1,3821
379,FALSE,160000000,503,tt0409182,en,6.581669,5/12/06,181674817,99,Released,Poseidon,5.5,594
380,FALSE,8000000,504,tt0340855,en,7.189024,11/16/03,60378584,110,Released,Monster,7,500
381,FALSE,20000000,505,tt0097626,en,9.059459,9/12/89,7237794,94,Released,Johnny Handsome,6.1,49
382,FALSE,2135161,506,tt0058329,en,6.409094,7/9/64,7000000,130,Released,Marnie,7.2,233
383,FALSE,1500000,507,tt0110265,en,4.948569,10/1/93,418961,96,Released,Killing Zoe,6.1,111
384,FALSE,40000000,508,tt0314331,en,10.586815,9/7/03,244931766,135,Released,Love Actually,7,1917
385,FALSE,42000000,509,tt0125439,en,9.874043,5/13/99,363889678,124,Released,Notting Hill,7,1309
386,FALSE,3000000,510,tt0073486,en,35.529554,11/18/75,108981275,133,Released,One Flew Over the Cuckoo's Nest,8.3,3001
388,FALSE,4000000,512,tt0457513,en,8.16339,7/27/06,31584901,96,Released,Scoop,6.4,435
390,FALSE,1400000,521,tt0046912,en,7.853231,5/29/54,3000000,104,Released,Dial M for Murder,7.9,539
391,FALSE,18000000,522,tt0109707,en,11.720358,9/27/94,5887457,127,Released,Ed Wood,7.3,639
393,FALSE,52000000,524,tt0112641,en,10.137389,11/22/95,116112375,178,Released,Casino,7.8,1343
394,FALSE,27000000,525,tt0080455,en,10.076901,6/17/80,115229890,133,Released,The Blues Brothers,7.5,1092
395,FALSE,20000000,526,tt0089457,en,8.157587,3/27/85,18432000,121,Released,Ladyhawke,6.8,264
400,FALSE,30000000,533,tt0312004,en,11.766244,9/4/05,192452832,85,Released,The Curse of the Were-Rabbit,6.8,660
401,FALSE,200000000,534,tt0438488,en,16.507496,5/20/09,371353001,115,Released,Terminator Salvation,5.9,2496
402,FALSE,4000000,535,tt0085549,en,9.888958,4/14/83,92921203,95,Released,Flashdance,6.1,313
404,FALSE,806948,539,tt0054215,en,36.826309,6/16/60,32000000,109,Released,Psycho,8.3,2405
405,FALSE,3500000,540,tt0367631,en,5.161493,1/21/04,0,91,Released,D.E.B.S.,5.6,91
407,FALSE,1800000,542,tt0313196,es,2.195447,10/1/02,0,118,Released,The Crime of Padre Amaro,6.2,36
409,FALSE,23000000,544,tt0129387,en,11.688958,7/15/98,369884651,119,Released,There's Something About Mary,6.5,1616
410,FALSE,1000000,546,tt0407265,en,7.398205,12/23/05,13350369,103,Released,Transamerica,6.9,149
411,FALSE,60000000,547,tt0119314,en,7.685548,5/14/98,186883563,170,Released,The Horse Whisperer,6.7,296
412,FALSE,250000,548,tt0042876,ja,9.887355,12/26/50,96568,88,Released,Rashomon,8,471
413,FALSE,2962051,549,tt0115632,en,4.797674,8/9/96,3011195,108,Released,Basquiat,6.6,97
414,FALSE,63000000,550,tt0137523,en,63.869599,10/15/99,100853753,139,Released,Fight Club,8.3,9678
415,FALSE,5000000,551,tt0069113,en,10.341849,12/1/72,84563118,117,Released,The Poseidon Adventure,7.3,274
417,FALSE,10000000,553,tt0276919,da,9.808595,5/19/03,16680836,178,Released,Dogville,7.6,619
419,FALSE,139000000,557,tt0145487,en,29.413341,5/1/02,821708551,121,Released,Spider-Man,6.8,5398
420,FALSE,200000000,558,tt0316654,en,10.834506,6/25/04,783766341,127,Released,Spider-Man 2,6.7,4432
421,FALSE,258000000,559,tt0413300,en,27.614265,5/1/07,890871626,139,Released,Spider-Man 3,5.9,3687
423,FALSE,100000000,561,tt0360486,en,9.615691,2/8/05,230884728,121,Released,Constantine,6.6,1837
424,FALSE,28000000,562,tt0095016,en,16.640522,7/15/88,140767956,131,Released,Die Hard,7.5,4005
425,FALSE,105000000,563,tt0120201,en,14.412644,11/6/97,121214377,129,Released,Starship Troopers,6.7,1584
426,FALSE,80000000,564,tt0120616,en,23.984065,4/16/99,415885488,124,Released,The Mummy,6.6,2796
427,FALSE,48000000,565,tt0298130,en,13.740965,10/18/02,249348933,115,Released,The Ring,6.5,1720
428,FALSE,1000000,567,tt0047396,en,17.911314,8/1/54,36764313,112,Released,Rear Window,8.2,1531
429,FALSE,52000000,568,tt0112384,en,18.761467,6/30/95,355237933,140,Released,Apollo 13,7.3,1637
431,FALSE,2500000,571,tt0056869,en,11.591462,3/28/63,11403529,119,Released,The Birds,7.3,959
432,FALSE,2400000,572,tt0453383,no,6.619629,3/10/05,0,75,Released,Next Door,6.6,42
433,FALSE,3500000,573,tt0068611,en,5.316387,5/25/72,12600000,116,Released,Frenzy,7.2,162
434,FALSE,2500000,574,tt0049470,en,12.547763,6/1/56,10250000,120,Released,The Man Who Knew Too Much,7.3,276
436,FALSE,6244087,576,tt0065214,en,11.722424,6/17/69,638641,145,Released,The Wild Bunch,7.7,266
437,FALSE,20000000,577,tt0114681,en,10.448481,5/20/95,21284514,106,Released,To Die For,6.7,177
438,FALSE,7000000,578,tt0073195,en,19.726114,6/18/75,470654000,124,Released,Jaws,7.5,2628
439,FALSE,20000000,579,tt0077766,en,11.21306,6/16/78,187884007,116,Released,Jaws 2,5.9,412
440,FALSE,23000000,580,tt0093300,en,9.327986,7/17/87,51881013,89,Released,Jaws: The Revenge,3.5,227
441,FALSE,22000000,581,tt0099348,en,11.654349,11/9/90,424208848,181,Released,Dances with Wolves,7.6,1084
442,FALSE,2000000,582,tt0405094,de,9.02255,3/15/06,70000000,137,Released,The Lives of Others,7.9,977
443,FALSE,4000000,583,tt0079470,en,10.714173,8/17/79,20045115,94,Released,Life of Brian,7.7,1230
444,FALSE,76000000,584,tt0322259,en,2.32462,6/5/03,236350661,107,Released,2 Fast 2 Furious,6.2,2087
445,FALSE,115000000,585,tt0198781,en,26.419962,11/1/01,562816256,92,Released,"Monsters, Inc.",7.5,6150
446,FALSE,15000000,586,tt0120885,en,7.603652,12/25/97,64256513,97,Released,Wag the Dog,6.7,273
447,FALSE,70000000,587,tt0319061,en,14.739983,12/25/03,122919055,125,Released,Big Fish,7.6,2064
448,FALSE,50000000,588,tt0384537,en,7.938457,4/21/06,97607453,125,Released,Silent Hill,6.3,1093
449,FALSE,25000000,590,tt0274558,en,14.686487,12/27/02,41597830,114,Released,The Hours,7,461
450,FALSE,125000000,591,tt0382625,en,18.566706,5/17/06,767820459,149,Released,The Da Vinci Code,6.5,2773
451,FALSE,1600000,592,tt0071360,en,13.245638,4/7/74,4420000,113,Released,The Conversation,7.5,377
453,FALSE,60000000,594,tt0362227,en,14.092373,6/17/04,219417255,128,Released,The Terminal,7.1,1974
454,FALSE,2000000,595,tt0056592,en,14.284787,12/25/62,13129846,129,Released,To Kill a Mockingbird,7.9,676
455,FALSE,750000,596,tt0032551,en,9.668636,3/15/40,0,129,Released,The Grapes of Wrath,7.8,211
456,FALSE,200000000,597,tt0120338,en,26.88907,11/18/97,1845034188,194,Released,Titanic,7.5,7770
457,FALSE,3300000,598,tt0317248,pt,14.95927,2/5/02,30641770,130,Released,City of God,8.2,1852
458,FALSE,1752000,599,tt0043014,en,11.709777,8/10/50,5000000,110,Released,Sunset Boulevard,8.2,533
459,FALSE,17000000,600,tt0093058,en,13.94148,6/26/87,46357676,116,Released,Full Metal Jacket,7.9,2595
460,FALSE,10500000,601,tt0083866,en,19.358546,4/3/82,792965326,115,Released,E.T. the Extra-Terrestrial,7.3,3359
461,FALSE,75000000,602,tt0116629,en,17.634197,6/25/96,816969268,145,Released,Independence Day,6.7,3334
462,FALSE,63000000,603,tt0133093,en,33.366332,3/30/99,463517383,136,Released,The Matrix,7.9,9079
463,FALSE,150000000,604,tt0234215,en,16.229317,5/15/03,738599701,138,Released,The Matrix Reloaded,6.7,3500
464,FALSE,150000000,605,tt0242653,en,15.368205,11/5/03,424988211,129,Released,The Matrix Revolutions,6.4,3155
465,FALSE,31000000,606,tt0089755,en,14.004074,12/20/85,128499205,161,Released,Out of Africa,7,290
466,FALSE,90000000,607,tt0119654,en,15.781024,7/2/97,589390539,98,Released,Men in Black,6.9,4521
467,FALSE,140000000,608,tt0120912,en,16.775716,7/3/02,441818803,88,Released,Men in Black II,6.1,3188
468,FALSE,10700000,609,tt0084516,en,11.776326,6/4/82,122200000,114,Released,Poltergeist,7.1,811
469,FALSE,70000000,612,tt0408306,en,9.668761,12/22/05,130358911,164,Released,Munich,7,706
470,FALSE,18339750,613,tt0363163,de,7.69224,9/8/04,92180910,156,Released,Downfall,7.7,1059
472,FALSE,30000000,615,tt0335345,en,13.194168,2/25/04,611899420,127,Released,The Passion of the Christ,6.9,888
473,FALSE,140000000,616,tt0325710,en,19.582325,12/5/03,456758981,154,Released,The Last Samurai,7.3,1946
474,FALSE,20000000,617,tt0120890,en,13.924623,3/20/98,67200000,108,Released,Wild Things,6.3,454
475,FALSE,100000,618,tt0004972,en,5.113205,2/8/15,11000000,193,Released,The Birth of a Nation,6.4,109
476,FALSE,25000000,619,tt0103855,en,9.805017,11/25/92,411006740,129,Released,The Bodyguard,6.2,681
477,FALSE,30000000,620,tt0087332,en,22.089729,6/7/84,295212467,107,Released,Ghostbusters,7.3,2431
478,FALSE,6000000,621,tt0077631,en,7.854899,7/7/78,181813770,110,Released,Grease,7.2,1633
479,FALSE,38000000,622,tt0142688,en,11.316349,8/24/99,58401898,133,Released,The Ninth Gate,6.3,768
480,FALSE,7500000,623,tt0095159,en,11.400353,7/15/88,62493712,108,Released,A Fish Called Wanda,7.1,576
481,FALSE,360000,624,tt0064276,en,8.635841,5/7/69,0,95,Released,Easy Rider,7,411
482,FALSE,14400000,625,tt0087553,en,11.460364,11/2/84,34700291,141,Released,The Killing Fields,7.5,180
484,FALSE,4000000,627,tt0117951,en,19.348466,2/23/96,16491080,93,Released,Trainspotting,7.8,2737
485,FALSE,60000000,628,tt0110148,en,11.970205,11/11/94,223664608,123,Released,Interview with the Vampire,7.2,1558
486,FALSE,6000000,629,tt0114814,en,16.302466,7/19/95,23341568,106,Released,The Usual Suspects,8.1,3334
487,FALSE,2777000,630,tt0032138,en,22.064932,8/15/39,33754967,102,Released,The Wizard of Oz,7.4,1689
489,FALSE,1661530,632,tt0046359,en,9.47371,5/29/53,0,120,Released,Stalag 17,7.6,143
490,FALSE,2300000,633,tt0076734,nl,2.348745,9/22/77,0,149,Released,Soldier of Orange,7.4,39
491,FALSE,25000000,634,tt0243155,en,10.780524,4/13/01,281929795,97,Released,Bridget Jones's Diary,6.6,1397
492,FALSE,17000000,635,tt0092563,en,7.290872,3/6/87,17185632,113,Released,Angel Heart,7,326
493,FALSE,777000,636,tt0066434,en,8.152085,3/11/71,2437000,86,Released,THX 1138,6.4,265
494,FALSE,20000000,637,tt0118799,it,39.39497,12/20/97,229400000,116,Released,Life Is Beautiful,8.3,3643
495,FALSE,15000000,638,tt0116922,en,8.449722,1/15/97,3675201,134,Released,Lost Highway,7.5,572
496,FALSE,16000000,639,tt0098635,en,8.34322,7/21/89,92823546,96,Released,When Harry Met Sally...,7.3,974
497,FALSE,52000000,640,tt0264464,en,19.833077,12/25/02,352114312,141,Released,Catch Me If You Can,7.7,3917
498,FALSE,4500000,641,tt0180093,en,6.874828,10/27/00,7390108,102,Released,Requiem for a Dream,7.9,2525
499,FALSE,6000000,642,tt0064115,en,6.714577,9/23/69,102308889,110,Released,Butch Cassidy and the Sundance Kid,7.4,659
501,FALSE,100000000,644,tt0212720,en,13.249364,6/29/01,235926552,146,Released,A.I. Artificial Intelligence,6.8,2011
502,FALSE,950000,646,tt0055928,en,19.931606,10/4/62,59600000,110,Released,Dr. No,6.9,953
506,FALSE,6500000,650,tt0101507,en,6.866506,7/12/91,57504069,112,Released,Boyz n the Hood,7.4,377
507,FALSE,3500000,651,tt0066026,en,7.701349,1/24/70,81600000,116,Released,M*A*S*H,6.9,238
508,FALSE,175000000,652,tt0332452,en,15.387275,5/13/04,497409852,163,Released,Troy,6.9,2841
510,FALSE,910000,654,tt0047296,en,18.211093,6/22/54,9600000,108,Released,On the Waterfront,8,368
511,FALSE,1746964,655,tt0087884,en,11.635837,5/19/84,2181987,147,Released,"Paris, Texas",7.7,282
512,FALSE,2000000,657,tt0057076,en,12.536729,10/11/63,78898765,115,Released,From Russia with Love,6.9,773
513,FALSE,2500000,658,tt0058150,en,13.78884,9/17/64,124881062,110,Released,Goldfinger,7.2,1005
515,FALSE,5500000,660,tt0059800,en,10.517835,12/16/65,141195658,130,Released,Thunderball,6.5,572
518,FALSE,10000000,663,tt0890870,en,12.233863,10/25/07,139352633,93,Released,Saw IV,5.9,938
519,FALSE,92000000,664,tt0117998,en,8.739144,5/10/96,494471524,113,Released,Twister,6.1,966
520,FALSE,15000000,665,tt0052618,en,14.319743,12/26/59,146900000,212,Released,Ben-Hur,7.5,660
521,FALSE,2900000,666,tt0140888,pt,4.919716,1/16/98,5596708,113,Released,Central Station,7.6,132
522,FALSE,9500000,667,tt0062512,en,10.359669,6/12/67,111584787,117,Released,You Only Live Twice,6.5,541
523,FALSE,6500000,668,tt0064757,en,9.356264,12/12/69,81974493,142,Released,On Her Majesty's Secret Service,6.5,464
524,FALSE,53000,669,tt0013427,en,2.593681,6/11/22,0,79,Released,Nanook of the North,7.2,50
525,FALSE,3000000,670,tt0364569,ko,10.616859,1/1/03,14980005,120,Released,Oldboy,8,2000
526,FALSE,125000000,671,tt0241527,en,38.187238,11/16/01,976475550,152,Released,Harry Potter and the Philosopher's Stone,7.5,7188
527,FALSE,100000000,672,tt0295297,en,29.741452,11/13/02,876688482,161,Released,Harry Potter and the Chamber of Secrets,7.4,5966
528,FALSE,130000000,673,tt0304141,en,28.460276,5/31/04,789804554,141,Released,Harry Potter and the Prisoner of Azkaban,7.7,6037
529,FALSE,150000000,674,tt0330373,en,24.903058,11/5/05,895921036,157,Released,Harry Potter and the Goblet of Fire,7.5,5758
530,FALSE,150000000,675,tt0373889,en,21.3643,6/28/07,938212738,138,Released,Harry Potter and the Order of the Phoenix,7.4,5633
531,FALSE,140000000,676,tt0213149,en,11.419388,5/21/01,449220945,183,Released,Pearl Harbor,6.6,1833
534,FALSE,18500000,679,tt0090605,en,21.761179,7/18/86,183316455,137,Released,Aliens,7.7,3282
535,FALSE,8000000,680,tt0110912,en,140.950236,9/10/94,213928762,154,Released,Pulp Fiction,8.3,8670
536,FALSE,7200000,681,tt0066995,en,12.00491,12/13/71,116019547,120,Released,Diamonds Are Forever,6.3,562
537,FALSE,7000000,682,tt0071807,en,12.127492,12/1/74,97572000,125,Released,The Man with the Golden Gun,6.4,533
539,FALSE,90000000,686,tt0118884,en,14.374866,7/11/97,171120329,150,Released,Contact,7.2,1338
540,FALSE,11000000,687,tt0112818,en,6.891317,12/29/95,39363635,122,Released,Dead Man Walking,7.3,350
541,FALSE,24000000,688,tt0112579,en,5.951077,5/28/95,182016617,135,Released,The Bridges of Madison County,7.3,397
544,FALSE,14000000,691,tt0076752,en,9.781451,7/7/77,185438673,125,Released,The Spy Who Loved Me,6.6,515
545,FALSE,12000,692,tt0069089,en,5.738871,3/12/72,6000000,93,Released,Pink Flamingos,6.2,111
546,FALSE,80000000,693,tt0290002,en,11.876386,12/22/04,516642939,115,Released,Meet the Fockers,6.1,1412
547,FALSE,19000000,694,tt0081505,en,19.611589,5/22/80,44017374,144,Released,The Shining,8.1,3890
551,FALSE,34000000,698,tt0079574,en,10.576273,6/26/79,210308099,126,Released,Moonraker,5.9,551
552,FALSE,28000000,699,tt0082398,en,9.765123,6/23/81,195312802,127,Released,For Your Eyes Only,6.3,497
553,FALSE,27500000,700,tt0086034,en,10.619302,6/5/83,187500000,131,Released,Octopussy,6.2,534
555,FALSE,1800000,702,tt0044081,en,7.301719,9/18/51,8000000,125,Released,A Streetcar Named Desire,7.6,291
556,FALSE,4000000,703,tt0075686,en,18.146043,4/19/77,38251425,93,Released,Annie Hall,7.8,1044
557,FALSE,560000,704,tt0058182,en,5.719266,7/6/64,12299668,88,Released,A Hard Day's Night,7.3,172
558,FALSE,1400000,705,tt0042192,en,12.06308,11/9/50,63463,138,Released,All About Eve,8,367
560,FALSE,30000000,707,tt0090264,en,12.840798,5/24/85,152427960,131,Released,A View to a Kill,6,515
561,FALSE,40000000,708,tt0093428,en,12.189038,6/29/87,191185897,130,Released,The Living Daylights,6.2,447
562,FALSE,32000000,709,tt0097742,en,11.137888,7/7/89,156167015,133,Released,Licence to Kill,5.9,549
563,FALSE,58000000,710,tt0113189,en,14.686036,11/16/95,352194034,130,Released,GoldenEye,6.6,1194
564,FALSE,43000000,711,tt0181536,en,10.536255,12/21/00,80049764,136,Released,Finding Forrester,7,305
565,FALSE,6000000,712,tt0109831,en,8.990345,3/9/94,254700832,117,Released,Four Weddings and a Funeral,6.6,654
566,FALSE,7000000,713,tt0107822,en,7.436758,5/19/93,116700000,121,Released,The Piano,7.1,290
567,FALSE,110000000,714,tt0120347,en,17.159576,12/11/97,333011068,119,Released,Tomorrow Never Dies,6,941
569,FALSE,15000000,744,tt0092099,en,20.301019,5/16/86,356830601,110,Released,Top Gun,6.7,1736
570,FALSE,40000000,745,tt0167404,en,18.449169,8/6/99,672806292,107,Released,The Sixth Sense,7.7,3223
571,FALSE,23000000,746,tt0093389,en,11.076971,10/21/87,43984230,163,Released,The Last Emperor,7.4,362
572,FALSE,4000000,747,tt0365748,en,14.902948,4/9/04,30039392,99,Released,Shaun of the Dead,7.5,2479
575,FALSE,54000000,752,tt0434409,en,20.214422,3/15/06,132511035,132,Released,V for Vendetta,7.7,4562
576,FALSE,275000,753,tt0062952,en,7.918418,11/24/68,0,130,Released,Faces,7.1,36
577,FALSE,80000000,754,tt0119094,en,11.467391,6/27/97,245676146,138,Released,Face/Off,6.8,1612
578,FALSE,19000000,755,tt0116367,en,15.339153,1/19/96,25836616,108,Released,From Dusk Till Dawn,6.9,1644
579,FALSE,2280000,756,tt0032455,en,8.03796,11/13/40,83320000,124,Released,Fantasia,7.2,831
585,FALSE,400000,762,tt0071853,en,10.43389,3/13/75,5028948,91,Released,Monty Python and the Holy Grail,7.8,1742
